"Project: Strat-Plan-Ready-Gov    Server: dev.azure.com/wayneme    Query: All items, all states    List type: Flat    ",,,,,,,
ID,Parent,Work Item Type,Priority,Value Area,Title,Tags,Description
4952,5126,Task,2,,6 - Getting Started with Identity Governance,Govern,"https://www.microsoft.com/en-us/security/business/identity/governance#:~:text=%20Azure%20Active%20Directory%20identity%20governance%20features%20,to%20the%20resources%20they%20need.%20%20More%20
"
4953,5126,Task,2,,7 - Enable MFA,Govern,https://docs.microsoft.com/azure/active-directory/fundamentals/concept-fundamentals-mfa-get-started?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Enable MFA
4954,5126,Task,2,,8 - Using security defaults,Govern,https://docs.microsoft.com/azure/active-directory/fundamentals/concept-fundamentals-security-defaults?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - What are security defaults?
4955,5127,Task,2,,"1 - Governance, security and compliance in Azure",Govern,https://docs.microsoft.com/azure/cloud-adoption-framework/ready/azure-setup-guide/govern-org-compliance?tabs=AzurePolicy?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4956,5137,Task,2,,3 - Azure Express Route | Tutorial: Create and modify an Express Route circuit,Govern,Tutorial: Create and modify an Express Route circuit
4957,5106,Task,2,,3 - Scale subscriptions,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/ready/azure-best-practices/scale-subscriptions?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Scale subscriptions
4958,5107,Task,2,,7 - Virtual Networking planning,Ready,https://docs.microsoft.com/en-us/azure/virtual-network/virtual-network-vnet-plan-design-arm
4959,5107,Task,2,,8 - Azure VPN Gateway,Ready,https://docs.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-about-vpngateways
4960,5106,Task,2,,4 - Organize subscriptions,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/ready/azure-setup-guide/organize-resources?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4961,5106,Task,2,,5 - Organize Resources,Ready,https://docs.microsoft.com/azure/governance/management-groups/overview?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4962,5128,Task,2,,1 - Use resource locks to protect resources (MS Learn),Govern,https://docs.microsoft.com/learn/modules/control-and-organize-with-azure-resource-manager/6-use-resource-locks-to-protect-resources?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4963,5132,Task,2,,1 - Manage costs and billing for your Azure resources,Govern,https://docs.microsoft.com/azure/cloud-adoption-framework/ready/azure-setup-guide/manage-costs?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4964,5132,Task,2,,2 - What is Azure Cost Management and Billing?,Govern,https://docs.microsoft.com/azure/cost-management-billing/cost-management-billing-overview?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4965,5132,Task,2,,3 - How to optimize your cloud investment with Azure Cost Management,Govern,https://docs.microsoft.com/azure/cost-management-billing/costs/cost-mgt-best-practices?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4966,5128,Task,2,,2 - Tutorial: Create a lock from Azure Portal,Govern,https://docs.microsoft.com/azure/azure-resource-manager/management/lock-resources#portal?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4967,5138,Task,2,,2 - Networking Analytics,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/azure-networking-analytics
4968,5140,Task,2,,3 - Alerts: Create Metric Alerts for Logs in Azure Monitor,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alerts-metric-logs
4969,5134,Task,2,,3 - Cloud monitoring guide: Collect the right data,Govern,https://docs.microsoft.com/en-gb/azure/cloud-adoption-framework/manage/monitor/data-collection
4970,5113,Task,2,,2 - Sustainability reporting tool,Strategy,Tool: https://appsource.microsoft.com/product/power-bi/coi-sustainability.sustainability_dashboard?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4971,5106,Task,2,,6 - Creating additional subscriptions,Ready,"https://docs.microsoft.com/en-us/azure/cost-management-billing/manage/create-subscription
"
4972,5110,Task,2,,2 - Dependency Analysis with Azure Migrate,Plan,Azure Migrate Dependency Analysis: https://docs.microsoft.com/azure/migrate/concepts-dependency-visualization
4973,5108,Task,2,,4 - RBAC Roles,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/ready/considerations/roles?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4974,5124,Task,2,,1 - How does Azure Work,Ready,The basics of Azure: https://docs.microsoft.com/azure/cloud-adoption-framework/get-started/what-is-azure?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4975,5107,Task,2,,9 - Create Virtual Networks,Ready,https://docs.microsoft.com/azure/virtual-network/virtual-network-vnet-plan-design-arm
4976,5124,Task,2,,2 - Terminologies,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/ready/considerations/fundamental-concepts#azure-terminology?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4977,5124,Task,2,,3 - Portfolio Hierarchy,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/reference/fundamental-concepts/hosting-hierarchy?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4978,5124,Task,2,,4 - Subscription purposes,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/ready/considerations/fundamental-concepts#azure-subscription-purposes?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4979,5124,Task,2,,5 - Principles of Resource Groups,Ready,https://docs.microsoft.com/azure/azure-resource-manager/management/manage-resource-groups-portal#create-resource-groups?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4980,5124,Task,2,,6 - Azure administrative roles,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/ready/considerations/fundamental-concepts#azure-administrative-roles?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4981,5124,Task,2,,7 - Azure Monitoring and Security on Governance,Ready,Monitoring and Security are important topics on Governance. On Azure those topics are covered by: *
4982,5124,Task,2,,8 - Review Data Options,Ready,"When you prepare your landing zone environment for your cloud adoption, you need to determine the data requirements for hosting your workloads.
"
4983,5124,Task,2,,9 - Review Storage Options,Ready,"Storage capabilities are critical for supporting workloads and services that are hosted in the cloud.
"
4984,5124,Task,2,,10 - Review Network  Options,Ready,"Designing and implementing Azure networking capabilities is a critical part of your cloud adoption efforts
"
4985,5124,Task,2,,11 - Review Compute Options,Ready,"Determining the compute requirements for hosting your workloads is a key consideration as you prepare for your cloud adoption.
"
4986,5124,Task,2,,12 - Role-based Access Control,Ready,"Overview of role-based access control
"
4987,5137,Task,2,,4 - Azure Express Route | Prerequisites & Checklist,Govern,https://docs.microsoft.com/en-us/azure/expressroute/expressroute-prerequisites
4988,5127,Task,2,,2 - Define IT compliance with Azure Policy,Govern,https://docs.microsoft.com/learn/modules/intro-to-governance/2-azure-policy?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Define IT compliance with AzurePolicy
4989,5108,Task,2,,5 - Secure resources with RBAC,Ready,https://docs.microsoft.com/learn/modules/control-and-organize-with-azure-resource-manager/5-role-based-access?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4990,5139,Task,2,,3 - Visualizations: Feed Power BI from Application Insights,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/app/export-power-bi
4991,5136,Task,2,,4 - Logs querying: Tutorial - Create alert from log query,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-response
4992,5106,Task,2,,7 - Associate or add an Azure subscription to you AAD Tenant,Ready,https://docs.microsoft.com/azure/active-directory/fundamentals/active-directory-how-subscriptions-associated-directory?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4993,5107,Task,2,,10 - Create a Perimeter Network,Ready,https://docs.microsoft.com/azure/architecture/reference-architectures/dmz/secure-vnet-dmz
4994,5108,Task,2,,6 - Differences on RBAC Roles and Azure AD Roles,Ready,https://docs.microsoft.com/azure/role-based-access-control/rbac-and-directory-admin-roles?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
4995,5138,Task,2,,3 - DNS,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/dns-analytics
4996,5140,Task,2,,"4 - Alerts: Create, view and manage alerts based on Activity Log signals",Govern,https://docs.microsoft.com/en-gb/azure/azure-monitor/platform/alerts-activity-log
4997,5104,Task,2,,2 - Subscription decision guides,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/decision-guides/subscriptions/?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Subscription decision guide
4998,5134,Task,2,,4 - Cloud monitoring guide: Alerting,Govern,https://docs.microsoft.com/en-gb/azure/cloud-adoption-framework/manage/monitor/alerting
4999,5135,Task,2,,1 - Azure Application Insights | Getting Started with Application Insights,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/app/app-insights-overview#get-started
5000,5133,Task,2,,1 - Azure Resource Graph Explorer,Govern,https://docs.microsoft.com/azure/governance/resource-graph/first-query-portal?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Azure Resource Graph Explorer
5001,5133,Task,2,,2 - Tutorial: Create and share an Azure Resource Graph query in the Azure portal,Govern,https://docs.microsoft.com/azure/governance/resource-graph/tutorials/create-share-query?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5002,5133,Task,2,,3 - Starter Resource Graph query samples,Govern,https://docs.microsoft.com/azure/governance/resource-graph/samples/starter?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal&tabs=azure-portal
5003,5133,Task,2,,6 - Advanced Resource Graph query samples,Govern,https://docs.microsoft.com/azure/governance/resource-graph/samples/advanced?tabs=azure-portal?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5004,5133,Task,2,,4 - Starter Resource Graph query samples,Govern,https://docs.microsoft.com/azure/governance/resource-graph/samples/starter?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal&tabs=azure-portal - Starter Resource Graph query samples
5005,5133,Task,2,,5 - Advanced Resource Graph query samples,Govern,https://docs.microsoft.com/azure/governance/resource-graph/samples/advanced?tabs=azure-portal?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5006,5133,Task,2,,7 - Understanding the Azure Resource Graph query language,Govern,https://docs.microsoft.com/azure/governance/resource-graph/concepts/query-language?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5007,5133,Task,2,,8 - Explore your Azure resources with Resource Graph,Govern,https://docs.microsoft.com/azure/governance/resource-graph/concepts/explore-resources?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5008,5133,Task,2,,9 - Azure Resource Graph security baseline for Azure Security Benchmark,Govern,https://docs.microsoft.com/azure/governance/resource-graph/concepts/azure-security-benchmark-baseline?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5009,5133,Task,2,,10 - Get resource changes,Govern,Get resource changes - https://docs.microsoft.com/azure/governance/resource-graph/how-to/get-resource-changes?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5010,5108,Task,2,,7 - Tutorial: Add or remove role assignments using Azure RBAC and the Azure portal,Ready,https://docs.microsoft.com/azure/role-based-access-control/role-assignments-portal?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5011,5137,Task,2,,5 - Azure Express Route | Connectivity Models,Govern,https://docs.microsoft.com/en-us/azure/expressroute/expressroute-connectivity-models
5012,5110,Task,2,,3 - Dependency Analysis with AppDynamics,Plan,"http://aka.ms/cafappd
"
5013,5106,Task,2,,8 - Creating Subscriptions Programmatically,Ready,"https://docs.microsoft.com/en-us/azure/cost-management-billing/manage/programmatically-create-subscription?tabs=rest
"
5014,5136,Task,2,,5 - Logs querying: Azure Monitor log query examples,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/examples
5015,5107,Task,2,,11 - Deploy highly available network virtual appliances,Ready,"NVA provides a secure network boundary by checking all inbound and outbound network traffic and passing only the traffic that meets network security rules
"
5016,5113,Task,2,,"3 - Implementation and application of OKRs (objectives, key results)",Strategy,"Workboard - https://www.workboard.com/ is a potential partner to support in the implementation and adoption of OKRs to help drive alignment and accountability across the organizations.
"
5017,5127,Task,2,,3 - Organize policy with initiatives,Govern,https://docs.microsoft.com/learn/modules/intro-to-governance/3-initiatives?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Organize policy with initiatives
5018,5106,Task,2,,9 - Organizing resources with management groups,Ready,Management Groups: https://docs.microsoft.com/azure/cloud-adoption-framework/ready/azure-best-practices/organize-subscriptions?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5019,5106,Task,2,,10 - Tutorial: Create an additional Azure subscription,Ready,How to:https://docs.microsoft.com/azure/cost-management-billing/manage/create-subscription?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5020,5127,Task,2,,4 - Use policies to enforce standards,Govern,https://docs.microsoft.com/learn/modules/control-and-organize-with-azure-resource-manager/4-use-policies-to-enforce-standards?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5021,5125,Task,2,,3 - Microsoft Enterprise Skills Initiative,Ready,"Work with your Microsoft Account team:
https://techskillsforbusiness.microsoft.com/about/

"
5022,5139,Task,2,,4 - Visualizations: Monitor your Azure services in Grafana,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/grafana-plugin
5023,5134,Task,2,,5 - Cloud monitoring guide: Monitoring platforms overview,Govern,https://docs.microsoft.com/en-gb/azure/cloud-adoption-framework/manage/monitor/platform-overview
5024,5140,Task,2,,5 - Alerts: Creating action groups for notifications,Govern,https://docs.microsoft.com/en-gb/azure/azure-monitor/platform/action-groups
5025,5138,Task,2,,4 - Network Performance Monitor,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/network-performance-monitor
5026,5138,Task,2,,5 - Monitor and troubleshoot your end-to-end Azure network infrastructure by using network monitoring tools (MS Learn),Govern,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-azure-network-infrastructure/
5027,5134,Task,2,,6 - Monitor Azure Service,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/monitor-azure-resource
5028,5134,Task,2,,7 - Monitor resource groups,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/resource-group-insights
5029,5134,Task,2,,8 - Logic Apps: How to trigger complex actions with Azure Monitor alerts,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/action-groups-logic-app
5030,5134,Task,2,,9 - Monitoring Azure virtual machines with Azure Monitor,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/monitor-vm-azure
5031,5134,Task,2,,10 - What is Azure Monitor for VMs,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-overview
5032,5134,Task,2,,11 - Tutorial: Monitor an Azure Virtual Machine with Azure Monitor,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-monitor-azure-vm
5033,5134,Task,2,,12 - Azure Monitor for Containers,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-overview
5034,5134,Task,2,,13 - Logs querying: Log data ingestion time in Azure Monitor,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/data-ingestion-time
5035,5134,Task,2,,14 - Analyze your Azure infrastructure by using Azure Monitor logs (MS Learn),Govern,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/
5036,5134,Task,2,,15 - Tutorial: Monitor an Azure resource with Azure Monitor,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-monitor-azure-resource
5037,5127,Task,2,,5 - Tutorial: Create a policy assignment to identify non-compliant resources,Govern,https://docs.microsoft.com/azure/governance/policy/assign-policy-portal?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5038,5132,Task,2,,4 - Tutorial: Create and manage Azure budgets,Govern,https://docs.microsoft.com/azure/cost-management-billing/costs/tutorial-acm-create-budgets?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5039,5107,Task,2,,12 - Tutorial: Create a Site to Site connection,Ready,https://docs.microsoft.com/azure/vpn-gateway/vpn-gateway-howto-site-to-site-resource-manager-portal Tutorial: Create a Site to Site connection
5040,5136,Task,2,,6 - Logs querying: Writing efficient log queries,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/log-query-performance
5041,5136,Task,2,,7 - Activity Log: View and retrieve Azure Activity log events,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-view
5042,5107,Task,2,,13 - Tutorial: Create a Point to Site VPN (OpenVPN),Ready,https://docs.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-howto-openvpn
5043,5136,Task,2,,8 - Tutorial: Collect and analyze resource logs from an Azure resource,Govern,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-resource-logs
5044,5107,Task,2,,14 - Tutorial: Create a Point to Site VPN (Azure AD authentication),Ready,https://docs.microsoft.com/en-us/azure/vpn-gateway/openvpn-azure-ad-tenant
5045,5107,Task,2,,15 - Tutorial: Create a Point to Site VPN (Radius authentication),Ready,https://docs.microsoft.com/en-us/azure/vpn-gateway/point-to-site-how-to-radius-ps
5046,5107,Task,2,,16 - Tutorial: Create a Point to Site VPN (Azure certificate authentication),Ready,https://docs.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-howto-point-to-site-resource-manager-portal
5047,5107,Task,2,,17 - Tutorial: Create a Vnet to Vnet VPN,Ready,https://docs.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-howto-vnet-vnet-resource-manager-portal
5048,5107,Task,2,,18 - Tutorial: Create a Site to Site connection,Ready,https://docs.microsoft.com/azure/vpn-gateway/vpn-gateway-howto-site-to-site-resource-manager-portal Tutorial: Create a Site to Site connection
5049,5107,Task,2,,19 - Tutorial: Create and Manage a VPN Gateway,Ready,https://docs.microsoft.com/en-us/azure/vpn-gateway/create-routebased-vpn-gateway-portal
5050,5107,Task,2,,20 - Tutorial: Connect virtual networks with virtual network peering using the Azure portal,Ready,https://docs.microsoft.com/en-us/azure/virtual-network/tutorial-connect-virtual-networks-portal
5051,5107,Task,2,,21 - Tutorial: Filter network traffic with a network security group using the Azure portal,Ready,https://docs.microsoft.com/en-us/azure/virtual-network/tutorial-filter-network-traffic
5052,5132,Task,2,,5 - Tutorial: Create and manage exported data,Govern,https://docs.microsoft.com/azure/cost-management-billing/costs/tutorial-export-acm-data?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5053,5108,Task,2,,8 - Tutorial: Secure user sign-in events with Azure Multi-Factor Authentication,Ready,https://docs.microsoft.com/azure/active-directory/authentication/tutorial-enable-azure-mfa?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
